Scientific Name,Common Name,Genus,Family,Family Common Name,Duration,Growth Habit,Fact Sheets,Plant Guides,Characteristics Data,Cultivar Name,Active Growth Period,Bloat,Coppice Potential,Fire Resistance,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Fruit Color,Fruit Conspicuous,"Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Nitrogen Fixation,Shape and Orientation,Toxicity,Drought Tolerance,Fertility Requirement,Moisture Use,pH (Minimum),pH (Maximum),Salinity Tolerance,Shade Tolerance,Fruit/Seed Period End,Berry/Nut/Seed Product,Christmas Tree Product,Fodder Product,Fuelwood Product,Lumber Product,Naval Store Product,Post Product,Pulpwood Product,Veneer Product
Anagallis,pimpernel,Anagallis,Primulaceae,Primrose family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anagallis arvensis,scarlet pimpernel,Anagallis,Primulaceae,Primrose family,"Annual, Biennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysimachia arvensis,,Lysimachia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anagallis arvensis ssp. arvensis,scarlet pimpernel,Anagallis,Primulaceae,Primrose family,"Annual, Biennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaphalis,pearly everlasting,Anaphalis,Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaphalis margaritacea,western pearly everlasting,Anaphalis,Asteraceae,Aster family,Perennial,Forb/herb,,,Yes,,Spring and Summer,None,No,No,Yellow,Yes,Green,Porous,Black,No,3,No,No,Short,None,Erect,None,Medium,Medium,Medium,6,7.5,None,Intermediate,Fall,No,No,No,,No,No,No,No,No
Anaphalis margaritacea var. angustior,,Anaphalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaphalis margaritacea var. intercedens,,Anaphalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaphalis margaritacea var. occidentalis,,Anaphalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaphalis margaritacea var. revoluta,,Anaphalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaphalis margaritacea var. subalpina,,Anaphalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaphalis occidentalis,,Anaphalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnaphalium margaritaceum,,Gnaphalium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anemopsis,yerba mansa,Anemopsis,Saururaceae,Lizard's-tail family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anemopsis californica,yerba mansa,Anemopsis,Saururaceae,Lizard's-tail family,Perennial,Forb/herb,,../plantguide/pdf/cs_anca10.pdf,Yes,,Spring and Summer,None,No,No,White,Yes,Green,Porous,Brown,No,1.5,No,No,Long,None,Erect,None,None,Low,High,6.5,9,Medium,Intolerant,Spring,No,No,No,,No,No,No,No,No
Anemopsis californica var. subglabra,,Anemopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthemis,chamomile,Anthemis,Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthemis cotula,stinking chamomile,Anthemis,Asteraceae,Aster family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruta cotula,,Maruta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphanes,parsley piert,Aphanes,Rosaceae,Rose family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphanes arvensis,field parsley piert,Aphanes,Rosaceae,Rose family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alchemilla arvensis,,Alchemilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alchemilla cuneifolia,,Alchemilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alchemilla occidentalis,,Alchemilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphanes occidentalis,,Aphanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphanisma,coastalcreeper,Aphanisma,Chenopodiaceae,Goosefoot family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphanisma blitoides,San Diego coastalcreeper,Aphanisma,Chenopodiaceae,Goosefoot family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apiastrum,apiastrum,Apiastrum,Apiaceae,Carrot family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apiastrum angustifolium,mock parsley,Apiastrum,Apiaceae,Carrot family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apium,celery,Apium,Apiaceae,Carrot family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apium graveolens,wild celery,Apium,Apiaceae,Carrot family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apium graveolens var. dulce,wild celery,Apium,Apiaceae,Carrot family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apium dulce,,Apium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celeri graveolens,,Celeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum,dogbane,Apocynum,Apocynaceae,Dogbane family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum cannabinum,Indianhemp,Apocynum,Apocynaceae,Dogbane family,Perennial,Forb/herb,,../plantguide/pdf/cs_apca.pdf,Yes,,Spring and Summer,None,No,No,White,No,Green,Porous,White,No,3.3,No,No,Moderate,None,Erect,Severe,Medium,Medium,High,4.5,7,None,Intermediate,Fall,No,No,No,,No,No,No,No,No
Apocynum cannabinum var. angustifolium,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum cannabinum var. glaberrimum,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum cannabinum var. greeneanum,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum cannabinum var. hypericifolium,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum cannabinum var. nemorale,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum cannabinum var. pubescens,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum cannabinum var. suksdorfii,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum hypericifolium,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum pubescens,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum sibiricum,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum sibiricum var. cordigerum,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum sibiricum var. farwellii,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum sibiricum var. salignum,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum suksdorfii,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apocynum suksdorfii var. angustifolium,,Apocynum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabis,rockcress,Arabis,Brassicaceae,Mustard family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabis glabra,tower rockcress,Arabis,Brassicaceae,Mustard family,"Annual, Biennial, Perennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabis glabra var. furcatipilis,,Arabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabis glabra var. glabra,,Arabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turritis glabra,,Turritis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabis sparsiflora,sicklepod rockcress,Arabis,Brassicaceae,Mustard family,"Biennial, Perennial","Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabis sparsiflora var. californica,California rockcress,Arabis,Brassicaceae,Mustard family,"Biennial, Perennial","Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aralia,spikenard,Aralia,Araliaceae,Ginseng family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aralia californica,California spikenard,Aralia,Araliaceae,Ginseng family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araujia,araujia,Araujia,Asclepiadaceae,Milkweed family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araujia sericifera,white bladderflower,Araujia,Asclepiadaceae,Milkweed family,Perennial,Vine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araujia sericofera,,Araujia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbutus,madrone,Arbutus,Ericaceae,Heath family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbutus menziesii,Pacific madrone,Arbutus,Ericaceae,Heath family,Perennial,Tree,,../plantguide/pdf/cs_arme.pdf,Yes,,Spring and Summer,None,Yes,No,White,Yes,Green,Dense,Red,No,80,No,Yes,Long,None,Rounded,None,High,Low,Low,4.5,7.4,None,Intermediate,Fall,No,No,No,High,Yes,No,No,No,Yes
Arctium,burdock,Arctium,Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctium lappa,greater burdock,Arctium,Asteraceae,Aster family,Biennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lappa major,,Lappa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos,manzanita,Arctostaphylos,Ericaceae,Heath family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos glandulosa,Eastwood's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos glandulosa ssp. glandulosa,Eastwood's manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos glandulosa var. cushingiana,,Arctostaphylos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos intricata,,Arctostaphylos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos glandulosa ssp. zacaensis,Zaca manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos glandulosa ssp. howellii,,Arctostaphylos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos glandulosa var. howellii,,Arctostaphylos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos glandulosa var. zacaensis,,Arctostaphylos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos glauca,bigberry manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Tree, Shrub",,,Yes,,Spring,None,No,No,White,Yes,Dark Green,Dense,Brown,No,18,No,Yes,Long,None,Erect,None,High,Low,Low,5.9,7,None,Intermediate,Spring,No,No,No,,No,No,No,No,No
Arctostaphylos glauca var. puberula,,Arctostaphylos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos pringlei,Pringle manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos pringlei ssp. drupacea,pinkbracted manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos drupacea,,Arctostaphylos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctostaphylos pringlei var. drupacea,,Arctostaphylos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctotis,arctotis,Arctotis,Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctotis stoechadifolia,African daisy,Arctotis,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctotis grandis,,Arctotis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctotis stoechadifolia var. grandis,,Arctotis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argemone,pricklypoppy,Argemone,Papaveraceae,Poppy family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argemone munita,flatbud pricklypoppy,Argemone,Papaveraceae,Poppy family,"Annual, Perennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argemone munita ssp. robusta,flatbud pricklypoppy,Argemone,Papaveraceae,Poppy family,"Annual, Perennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argemone munita var. robusta,,Argemone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,silverweed,Argentina,Rosaceae,Rose family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina anserina,silverweed cinquefoil,Argentina,Rosaceae,Rose family,Perennial,Forb/herb,,,Yes,,Spring and Summer,None,No,No,Yellow,Yes,Green,Porous,Brown,No,0.5,No,No,Short,None,Decumbent,None,Low,Low,High,7,8,Low,Tolerant,Fall,No,No,No,,No,No,No,No,No
Argentina anserina var. concolor,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina argentea,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla anserina,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla anserina ssp. anserina,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla anserina var. concolor,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla anserina var. sericea,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla anserina var. yukonensis,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla egedii ssp. yukonensis,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla yukonensis,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina egedii,Pacific silverweed,Argentina,Rosaceae,Rose family,Perennial,Forb/herb,,../plantguide/pdf/cs_areg.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina egedii ssp. egedii,Pacific silverweed,Argentina,Rosaceae,Rose family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla anserina ssp. egedii,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla anserina ssp. pacifica,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla anserina var. grandis,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla anserina var. lanata,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla anserina var. rolandii,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla egedii,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla egedii ssp. grandis,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla egedii var. grandis,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla pacifica,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla rolandii,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida,threeawn,Aristida,Poaceae,Grass family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida adscensionis,sixweeks threeawn,Aristida,Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida adscensionis var. abortiva,,Aristida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida adscensionis var. modesta,,Aristida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida fasciculata,,Aristida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida purpurea,purple threeawn,Aristida,Poaceae,Grass family,"Annual, Perennial",Graminoid,,../plantguide/pdf/pg_arpu9.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida purpurea var. parishii,Parish's threeawn,Aristida,Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida parishii,,Aristida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida wrightii var. parishii,,Aristida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida ternipes,spidergrass,Aristida,Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida ternipes var. gentilis,spidergrass,Aristida,Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida hamulosa,,Aristida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida ternipes var. hamulosa,,Aristida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida ternipes var. minor,,Aristida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnica,arnica,Arnica,Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnica discoidea,rayless arnica,Arnica,Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnica discoidea var. alata,,Arnica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnica discoidea var. eradiata,,Arnica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnica grayi,,Arnica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnica parviflora,,Arnica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnica parviflora ssp. alata,,Arnica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrhenatherum,oatgrass,Arrhenatherum,Poaceae,Grass family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrhenatherum elatius,tall oatgrass,Arrhenatherum,Poaceae,Grass family,Perennial,Graminoid,../factsheet/pdf/fs_arel3.pdf,,Yes,,Spring,None,No,No,Yellow,No,Green,Moderate,Brown,No,4,No,No,Moderate,None,Erect,None,Medium,Low,Medium,5,7,Medium,Intermediate,Summer,No,No,Yes,,No,No,No,No,No
Arrhenatherum elatius,tall oatgrass,Arrhenatherum,Poaceae,Grass family,Perennial,Graminoid,../factsheet/pdf/fs_arel3.pdf,,Yes,Tualtin,Spring,None,No,No,Yellow,No,Green,Moderate,Brown,No,4,No,No,Moderate,None,Erect,None,Medium,Low,Medium,5.3,7.3,Medium,Tolerant,Summer,No,No,Yes,,No,No,No,No,No
Artemisia,sagebrush,Artemisia,Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia biennis,biennial wormwood,Artemisia,Asteraceae,Aster family,"Annual, Biennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia biennis var. biennis,biennial wormwood,Artemisia,Asteraceae,Aster family,"Annual, Biennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia californica,coastal sagebrush,Artemisia,Asteraceae,Aster family,Perennial,Shrub,,../plantguide/pdf/pg_arca11.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia douglasiana,Douglas' sagewort,Artemisia,Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia campestris var. douglasiana,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia vulgaris ssp. heterophylla,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia vulgaris var. douglasiana,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia dracunculus,tarragon,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",,../plantguide/pdf/cs_ardr4.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia dracunculoides,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia dracunculoides var. dracunculina,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia dracunculus ssp. glauca,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia dracunculus var. glauca,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia glauca,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia glauca var. dracunculina,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oligosporus dracunculus,,Oligosporus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oligosporus dracunculus ssp. dracunculinus,,Oligosporus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oligosporus dracunculus ssp. glaucus,,Oligosporus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia nesiotica,island sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia californica var. insularis,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia tridentata,big sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Tree, Shrub",../factsheet/pdf/fs_artr2.pdf,../plantguide/pdf/pg_artr2.pdf,Yes,,Spring and Summer,Low,No,No,Yellow,No,Green,Porous,Brown,Yes,4,No,Yes,Long,None,Semi-Erect,None,High,Low,Medium,6,8.2,Medium,Intolerant,Fall,No,No,No,,No,No,No,No,No
Artemisia tridentata ssp. tridentata,basin big sagebrush,Artemisia,Asteraceae,Aster family,Perennial,"Tree, Shrub",,../plantguide/pdf/pg_artrt.pdf,Yes,,Spring and Summer,None,No,No,Green,Yes,Gray-Green,Moderate,White,No,9,No,Yes,Moderate,None,Rounded,None,High,Low,Low,6.5,8.5,Low,Intolerant,Fall,No,No,No,,No,No,No,No,No
Artemisia angusta,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia tridentata var. angustifolia,,Artemisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seriphidium tridentatum,,Seriphidium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthrocnemum,arthrocnemum,Arthrocnemum,Chenopodiaceae,Goosefoot family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthrocnemum subterminale,Parish's glasswort,Arthrocnemum,Chenopodiaceae,Goosefoot family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salicornia subterminalis,,Salicornia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arundo,giant reed,Arundo,Poaceae,Grass family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arundo donax,giant reed,Arundo,Poaceae,Grass family,Perennial,"Subshrub, Shrub, Graminoid",,,Yes,,"Spring, Summer, Fall",None,No,No,,No,Green,Dense,,No,9,No,No,Moderate,None,Erect,None,Low,Medium,High,4.8,7,None,Intermediate,,No,No,No,,No,No,No,No,No
Arundo donax var. versicolor,,Arundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arundo versicolor,,Arundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asclepias,milkweed,Asclepias,Asclepiadaceae,Milkweed family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asclepias californica,California milkweed,Asclepias,Asclepiadaceae,Milkweed family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asclepias californica ssp. californica,California milkweed,Asclepias,Asclepiadaceae,Milkweed family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asclepias eriocarpa,woollypod milkweed,Asclepias,Asclepiadaceae,Milkweed family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
